ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
e164f559-6117-4658-ae82-23d942c413f0, _104_raw_100k, [mssql. 10],619,58,10,4,107,32,"SELECT [Department].[id], [Department].[name], [Department].[zohoId], [Department].[parentId], [Department].[createdAt], [Department].[updatedAt], [Department].[deletedAt], [subDepartments].[id] AS [subDepartments.id], [subDepartments].[name] AS [subDepartments.name], [subDepartments].[zohoId] AS [subDepartments.zohoId], [subDepartments].[parentId] AS [subDepartments.parentId], [subDepartments].[createdAt] AS [subDepartments.createdAt], [subDepartments].[updatedAt] AS [subDepartments.updatedAt], [subDepartments].[deletedAt] AS [subDepartments.deletedAt] FROM [Department] AS [Department] INNER JOIN [Department] AS [subDepartments] ON [Department].[id] = [subDepartments].[parentId]"
4b471ae3-89d2-4368-b138-f77d208a5da6, _104_raw_100k, [mysql. 10],196,12,4,2,2,1,"SELECT `Department`.`id`, `Department`.`name`, `Department`.`zohoId`, `Department`.`parentId`, `Department`.`createdAt`, `Department`.`updatedAt`, `Department`.`deletedAt`, `subDepartments`.`id` AS `subDepartments.id`, `subDepartments`.`name` AS `subDepartments.name`, `subDepartments`.`zohoId` AS `subDepartments.zohoId`, `subDepartments`.`parentId` AS `subDepartments.parentId`, `subDepartments`.`createdAt` AS `subDepartments.createdAt`, `subDepartments`.`updatedAt` AS `subDepartments.updatedAt`, `subDepartments`.`deletedAt` AS `subDepartments.deletedAt` FROM `Department` AS `Department` INNER JOIN `Department` AS `subDepartments` ON `Department`.`id` = `subDepartments`.`parentId`"
0d8570d9-f2f0-4588-999d-f1c9d868955b, _104_raw_100k, [oracle. 10],506,17,9,2,44,7,"SELECT ""Department"".""id"", ""Department"".""name"", ""Department"".""zohoId"", ""Department"".""parentId"", ""Department"".""createdAt"", ""Department"".""updatedAt"", ""Department"".""deletedAt"", ""subDepartments"".""id"" AS ""subDepartments.id"", ""subDepartments"".""name"" AS ""subDepartments.name"", ""subDepartments"".""zohoId"" AS ""subDepartments.zohoId"", ""subDepartments"".""parentId"" AS ""subDepartments.parentId"", ""subDepartments"".""createdAt"" AS ""subDepartments.createdAt"", ""subDepartments"".""updatedAt"" AS ""subDepartments.updatedAt"", ""subDepartments"".""deletedAt"" AS ""subDepartments.deletedAt"" FROM ""Department""  ""Department"" INNER JOIN ""Department""  ""subDepartments"" ON ""Department"".""id"" = ""subDepartments"".""parentId"""
7c9b5559-2037-4d74-a1bf-de44338e4ea5, _104_raw_100k, [postgres. 10],346,14,5,1,95,8,"SELECT ""Department"".""id"",     ""Department"".""name"",     ""Department"".""zohoId"",     ""Department"".""parentId"",     ""Department"".""createdAt"",     ""Department"".""updatedAt"",     ""Department"".""deletedAt"",     ""subDepartments"".""id""        AS ""subDepartments.id"",     ""subDepartments"".""name""      AS ""subDepartments.name"",     ""subDepartments"".""zohoId""    AS ""subDepartments.zohoId"",     ""subDepartments"".""parentId""  AS ""subDepartments.parentId"",     ""subDepartments"".""createdAt"" AS ""subDepartments.createdAt"",     ""subDepartments"".""updatedAt"" AS ""subDepartments.updatedAt"",     ""subDepartments"".""deletedAt"" AS ""subDepartments.deletedAt"" FROM ""Department"" AS ""Department""       INNER JOIN ""Department"" AS ""subDepartments""                   ON ""Department"".""id"" = ""subDepartments"".""parentId"""
d1d92672-09a2-4d17-a927-00864068fcb8, _105_orm_1m, [mariadb. 10],45249,1025, , ,,,[object Object]
06ee8ddf-671b-42fc-bd12-7338101c5d00, _105_orm_1m, [mssql. 10],31188,3481, , ,,,[object Object]
6f899337-d986-4ca0-b51f-451e41043501, _105_orm_1m, [mysql. 10],33355,4124, , ,,,[object Object]
119f4732-e033-4cdb-88a1-76eda8a4df17, _105_orm_1m, [oracle. 10],56878,3069, , ,,,[object Object]
755026ea-b2c4-45ce-91e7-5a9a9282bf2d, _105_orm_1m, [postgres. 10],17413,646, , ,,,[object Object]
7d0b91c4-67ba-4c93-b372-111022115d61, _105_orm_100k, [mariadb. 10],1526,51, , ,,,[object Object]
45a61195-e0cb-4f35-bfab-9c38c8dea436, _105_orm_100k, [mssql. 10],2103,128, , ,,,[object Object]
d98f536c-e22d-42a8-9fb2-abc7a5722e52, _105_orm_100k, [mysql. 10],1526,73, , ,,,[object Object]
e30f549d-507a-4360-9970-133eb581e2c5, _105_orm_100k, [oracle. 10],2245,60, , ,,,[object Object]
14a561ff-e01c-472b-86d0-8b5c36f7a05f, _105_orm_100k, [postgres. 10],1418,50, , ,,,[object Object]
3da85bc8-956a-4625-91dc-4a178732c236, _105_raw_1m, [mariadb. 10],30161,1266,30,6,3,2,"SELECT `Department`.`id`, `Department`.`name`, `Department`.`zohoId`, `Department`.`parentId`, `Department`.`createdAt`, `Department`.`updatedAt`, `Department`.`deletedAt`, `subDepartments`.`id` AS `subDepartments.id`, `subDepartments`.`name` AS `subDepartments.name`, `subDepartments`.`zohoId` AS `subDepartments.zohoId`, `subDepartments`.`parentId` AS `subDepartments.parentId`, `subDepartments`.`createdAt` AS `subDepartments.createdAt`, `subDepartments`.`updatedAt` AS `subDepartments.updatedAt`, `subDepartments`.`deletedAt` AS `subDepartments.deletedAt` FROM `Department` AS `Department` LEFT OUTER JOIN `Department` AS `subDepartments` ON `Department`.`id` = `subDepartments`.`parentId`"
dac16bf1-b911-4282-9e71-4fdaab5a4a63, _105_raw_1m, [mssql. 10],9775,566,10,14,80,23,"SELECT [Department].[id], [Department].[name], [Department].[zohoId], [Department].[parentId], [Department].[createdAt], [Department].[updatedAt], [Department].[deletedAt], [subDepartments].[id] AS [subDepartments.id], [subDepartments].[name] AS [subDepartments.name], [subDepartments].[zohoId] AS [subDepartments.zohoId], [subDepartments].[parentId] AS [subDepartments.parentId], [subDepartments].[createdAt] AS [subDepartments.createdAt], [subDepartments].[updatedAt] AS [subDepartments.updatedAt], [subDepartments].[deletedAt] AS [subDepartments.deletedAt] FROM [Department] AS [Department] LEFT OUTER JOIN [Department] AS [subDepartments] ON [Department].[id] = [subDepartments].[parentId]"
709d2da9-24f4-40b3-8322-3e37ed8d5494, _105_raw_1m, [mysql. 10],30626,561,31,6,3,3,"SELECT `Department`.`id`, `Department`.`name`, `Department`.`zohoId`, `Department`.`parentId`, `Department`.`createdAt`, `Department`.`updatedAt`, `Department`.`deletedAt`, `subDepartments`.`id` AS `subDepartments.id`, `subDepartments`.`name` AS `subDepartments.name`, `subDepartments`.`zohoId` AS `subDepartments.zohoId`, `subDepartments`.`parentId` AS `subDepartments.parentId`, `subDepartments`.`createdAt` AS `subDepartments.createdAt`, `subDepartments`.`updatedAt` AS `subDepartments.updatedAt`, `subDepartments`.`deletedAt` AS `subDepartments.deletedAt` FROM `Department` AS `Department` LEFT OUTER JOIN `Department` AS `subDepartments` ON `Department`.`id` = `subDepartments`.`parentId`"
b6463552-e250-4f30-a38a-1663b3102b7b, _105_raw_1m, [oracle. 10],34135,2889,30,25,3975,3718,"SELECT ""Department"".""id"", ""Department"".""name"", ""Department"".""zohoId"", ""Department"".""parentId"", ""Department"".""createdAt"", ""Department"".""updatedAt"", ""Department"".""deletedAt"", ""subDepartments"".""id"" AS ""subDepartments.id"", ""subDepartments"".""name"" AS ""subDepartments.name"", ""subDepartments"".""zohoId"" AS ""subDepartments.zohoId"", ""subDepartments"".""parentId"" AS ""subDepartments.parentId"", ""subDepartments"".""createdAt"" AS ""subDepartments.createdAt"", ""subDepartments"".""updatedAt"" AS ""subDepartments.updatedAt"", ""subDepartments"".""deletedAt"" AS ""subDepartments.deletedAt"" FROM ""Department""  ""Department"" LEFT OUTER JOIN ""Department""  ""subDepartments"" ON ""Department"".""id"" = ""subDepartments"".""parentId"""
b6be4cbf-660d-41b1-a384-ac0285a32ec0, _105_raw_1m, [postgres. 10],6197,144,5,4,1627,74,"SELECT ""Department"".""id"",        ""Department"".""name"",        ""Department"".""zohoId"",        ""Department"".""parentId"",        ""Department"".""createdAt"",        ""Department"".""updatedAt"",        ""Department"".""deletedAt"",        ""subDepartments"".""id""        AS ""subDepartments.id"",        ""subDepartments"".""name""      AS ""subDepartments.name"",        ""subDepartments"".""zohoId""    AS ""subDepartments.zohoId"",        ""subDepartments"".""parentId""  AS ""subDepartments.parentId"",        ""subDepartments"".""createdAt"" AS ""subDepartments.createdAt"",        ""subDepartments"".""updatedAt"" AS ""subDepartments.updatedAt"",        ""subDepartments"".""deletedAt"" AS ""subDepartments.deletedAt"" FROM ""Department"" AS ""Department""          LEFT OUTER JOIN ""Department"" AS ""subDepartments""                          ON ""Department"".""id"" = ""subDepartments"".""parentId"""
82cf03d5-1595-4492-b4aa-b9ac771ffaa3, _105_raw_100k, [mariadb. 10],332,14,3,1,1,1,"SELECT `Department`.`id` `departmentId`, `Department`.`name` `departmentName`, `Department`.`zohoId` `departmentZohoId`, `Department`.`parentId` `departmentParentId`, `Department`.`createdAt` `departmentCreatedAt`, `Department`.`updatedAt` `departmentUpdatedAt`, `Department`.`deletedAt` `departmentDeletedAt`, `subDepartments`.`id` `subDepartmentId`, `subDepartments`.`name` `subDepartmentName`, `subDepartments`.`zohoId` `subDepartmentZohoId`, `subDepartments`.`parentId` `subDepartmentParentId`, `subDepartments`.`createdAt` `subDepartmentCreatedAt`, `subDepartments`.`updatedAt` `subDepartmentUpdatedAt`, `subDepartments`.`deletedAt` `subDepartmentDeletedAt` FROM `Department` LEFT OUTER JOIN `Department` `subDepartments` ON `Department`.`id` = `subDepartments`.`parentId`"
ef4ff7ad-9184-43c5-8863-1684a5bca89b, _105_raw_100k, [mssql. 10],943,74,9,3,100,32,"SELECT [Department].[id], [Department].[name], [Department].[zohoId], [Department].[parentId], [Department].[createdAt], [Department].[updatedAt], [Department].[deletedAt], [subDepartments].[id] AS [subDepartments.id], [subDepartments].[name] AS [subDepartments.name], [subDepartments].[zohoId] AS [subDepartments.zohoId], [subDepartments].[parentId] AS [subDepartments.parentId], [subDepartments].[createdAt] AS [subDepartments.createdAt], [subDepartments].[updatedAt] AS [subDepartments.updatedAt], [subDepartments].[deletedAt] AS [subDepartments.deletedAt] FROM [Department] AS [Department] LEFT OUTER JOIN [Department] AS [subDepartments] ON [Department].[id] = [subDepartments].[parentId]"
7f7aeacc-c6c7-44b6-a62e-2be55763b182, _105_raw_100k, [mysql. 10],382,16,3,2,39,2,"SELECT `Department`.`id`, `Department`.`name`, `Department`.`zohoId`, `Department`.`parentId`, `Department`.`createdAt`, `Department`.`updatedAt`, `Department`.`deletedAt`, `subDepartments`.`id` AS `subDepartments.id`, `subDepartments`.`name` AS `subDepartments.name`, `subDepartments`.`zohoId` AS `subDepartments.zohoId`, `subDepartments`.`parentId` AS `subDepartments.parentId`, `subDepartments`.`createdAt` AS `subDepartments.createdAt`, `subDepartments`.`updatedAt` AS `subDepartments.updatedAt`, `subDepartments`.`deletedAt` AS `subDepartments.deletedAt` FROM `Department` AS `Department` LEFT OUTER JOIN `Department` AS `subDepartments` ON `Department`.`id` = `subDepartments`.`parentId`"
83667196-48f8-44c4-a093-110463b446d1, _105_raw_100k, [oracle. 10],915,26,9,2,44,9,"SELECT ""Department"".""id"", ""Department"".""name"", ""Department"".""zohoId"", ""Department"".""parentId"", ""Department"".""createdAt"", ""Department"".""updatedAt"", ""Department"".""deletedAt"", ""subDepartments"".""id"" AS ""subDepartments.id"", ""subDepartments"".""name"" AS ""subDepartments.name"", ""subDepartments"".""zohoId"" AS ""subDepartments.zohoId"", ""subDepartments"".""parentId"" AS ""subDepartments.parentId"", ""subDepartments"".""createdAt"" AS ""subDepartments.createdAt"", ""subDepartments"".""updatedAt"" AS ""subDepartments.updatedAt"", ""subDepartments"".""deletedAt"" AS ""subDepartments.deletedAt"" FROM ""Department""  ""Department"" LEFT OUTER JOIN ""Department""  ""subDepartments"" ON ""Department"".""id"" = ""subDepartments"".""parentId"""
819499a8-c795-44fe-bbe6-145dafa09845, _105_raw_100k, [postgres. 10],566,18,4,1,148,19,"SELECT ""Department"".""id"",        ""Department"".""name"",        ""Department"".""zohoId"",        ""Department"".""parentId"",        ""Department"".""createdAt"",        ""Department"".""updatedAt"",        ""Department"".""deletedAt"",        ""subDepartments"".""id""        AS ""subDepartments.id"",        ""subDepartments"".""name""      AS ""subDepartments.name"",        ""subDepartments"".""zohoId""    AS ""subDepartments.zohoId"",        ""subDepartments"".""parentId""  AS ""subDepartments.parentId"",        ""subDepartments"".""createdAt"" AS ""subDepartments.createdAt"",        ""subDepartments"".""updatedAt"" AS ""subDepartments.updatedAt"",        ""subDepartments"".""deletedAt"" AS ""subDepartments.deletedAt"" FROM ""Department"" AS ""Department""          LEFT OUTER JOIN ""Department"" AS ""subDepartments""                          ON ""Department"".""id"" = ""subDepartments"".""parentId"""
ef0e47d1-9a26-4741-814b-ce0ef31b7c27,_101_raw_100k, [postgres. 50],311,11,2,1,67,7,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department"" AS ""Department"""
f4a91b96-6c57-4615-9bb2-418551156b7f,_101_raw_100k, [mssql. 50],509,29,5,2,7,2,"SELECT [id], [name], [zohoId], [parentId], [createdAt], [updatedAt], [deletedAt] FROM [Department] AS [Department]"
61ed91a0-2a89-4934-a58a-e955c45a7229,_101_raw_100k, [mysql. 50],191,13,2,1,1,1,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department`"
2b1855a9-9eec-417f-9640-41870659925a,_101_raw_100k, [oracle. 50],631,24,6,2,5,3,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department""  ""Department"""
183c3303-7fb4-494a-932a-ad38c52dd5e8,_101_raw_100k, [mariadb. 50],200,9,2,1,2,2,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department`"
774be5ea-ebaa-48a4-9ef6-ca51b7d8e95d,_101_raw_1m, [postgres. 50],3173,107,3,2,615,5,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department"" AS ""Department"""
56f412ec-f893-4597-aaab-74408355b393,_101_raw_1m, [mssql. 50],5451,222,5,6,47,93,"SELECT [id], [name], [zohoId], [parentId], [createdAt], [updatedAt], [deletedAt] FROM [Department] AS [Department]"
bc4d2932-12aa-4b68-a32b-e5fdc3ee6c40,_101_raw_1m, [mysql. 50],2172,55,2,2,9,4,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department`"
03439427-871f-4b65-bf60-0c67cacac706,_101_raw_1m, [oracle. 50],26642,1766,26,26,305,2099,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department""  ""Department"""
23ce7064-c19a-48c7-8dab-e0b10d2d2ce0,_101_raw_1m, [mariadb. 50],2131,94,2,2,8,3,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department`"
6be7ae40-2649-4a15-bac4-19ce80fec7f7,_101_orm_100k, [postgres. 50],594,27, , ,,,return this.departmentPostgresModel.findAll({ paranoid: false });
68afea6c-bf34-41dd-a8af-99e47fa7c7b6,_101_orm_100k, [mssql. 50],890,53, , ,,,return this.departmentMySQLModel.findAll({ paranoid: false });
43b95633-d76f-42cc-b6a6-50414de5be97,_101_orm_100k, [mysql. 50],604,23, , ,,,return this.departmentMsSQLModel.findAll({ paranoid: false });
9aa93228-ae44-465b-aafc-16717e1aa8f2,_101_orm_100k, [oracle. 50],1259,33, , ,,,return this.departmentOracleDbModel.findAll({ paranoid: false });
bbd154a2-809d-43d7-89fd-3c0e86718069,_101_orm_100k, [mariadb. 50],693,26, , ,,,return this.departmentMariaDbModel.findAll({ paranoid: false });
babc4df8-719e-4851-8ff1-9d96c1116d3e,_101_orm_1m, [postgres. 50],6892,179, , ,,,return this.departmentPostgresModel.findAll({ paranoid: false });
25b8df39-fcd9-4f43-8041-39d9a7fa0bf8,_101_orm_1m, [mssql. 50],12980,765, , ,,,return this.departmentMySQLModel.findAll({ paranoid: false });
cfac1592-25a6-4fad-ab41-51905b4a6ebe,_101_orm_1m, [mysql. 50],6661,239, , ,,,return this.departmentMsSQLModel.findAll({ paranoid: false });
5bfdced2-e452-4e0d-92e8-9bd045c5389a,_101_orm_1m, [oracle. 50],37046,252, , ,,,return this.departmentOracleDbModel.findAll({ paranoid: false });
88d7256d-59cd-48ae-b06e-c60ab9ee6983,_101_orm_1m, [mariadb. 50],8030,169, , ,,,return this.departmentMariaDbModel.findAll({ paranoid: false });
eb47488f-4d49-46d7-adba-9f503ad21182, _102_raw_100k, [postgres. 10],567,15,3,1,316,13,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department"" AS ""Department"" ORDER BY ""Department"".""name"" ASC"
94f1e8d8-435a-4eb4-8b19-3950ebe763f8, _102_raw_100k, [mssql. 10],550,31,5,2,20,1,"SELECT [id], [name], [zohoId], [parentId], [createdAt], [updatedAt], [deletedAt] FROM [Department] AS [Department] ORDER BY [Department].[name] ASC"
ac264d02-e7a2-4c41-bc00-c7b2e13a3fa9, _102_raw_100k, [mysql. 10],277,11,2,1,82,1,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` ORDER BY `Department`.`name` ASC"
893a97a0-a00b-47b4-9689-22b6b15c659f, _102_raw_100k, [oracle. 10],697,30,6,2,49,5,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department""  ""Department"" ORDER BY ""Department"".""name"" ASC"
616eed3a-b21c-47f7-ba6e-9f1f73d39eef, _102_raw_100k, [mariadb. 10],348,2,2,1,148,1,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` ORDER BY `Department`.`name` ASC"
a9ddb634-5f80-4906-8b92-f472c0757a6e, _102_raw_1m, [postgres. 10],6190,147,3,3,3570,79,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department"" AS ""Department"" ORDER BY ""Department"".""name"" ASC"
5fc698dc-d3dd-4129-ae3e-36f676da0112, _102_raw_1m, [mssql. 10],5688,236,6,7,156,13,"SELECT [id], [name], [zohoId], [parentId], [createdAt], [updatedAt], [deletedAt] FROM [Department] AS [Department] ORDER BY [Department].[name] ASC"
4665915b-688a-4681-8b48-eae9088e4bbb, _102_raw_1m, [mysql. 10],4069,126,2,2,1908,131,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` ORDER BY `Department`.`name` ASC"
3fb4db4c-b61d-402d-a548-335e1aeb371c, _102_raw_1m, [oracle. 10],29825,1398,26,25,3834,2189,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department""  ""Department"" ORDER BY ""Department"".""name"" ASC"
28ff4b0c-bbd2-4edb-bfc6-ea2019f2f795, _102_raw_1m, [mariadb. 10],82629,13926,80,17,2973,257,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` ORDER BY `Department`.`name` ASC"
926d6667-359d-4dff-9165-78a6922e7f0e, _102_orm_100k, [postgres. 10],815,27, , ,,,[object Object]
9c4682f7-37b4-4d6f-8139-3e90663a8704, _102_orm_100k, [mssql. 10],1029,45, , ,,,[object Object]
a92122ef-9d18-4057-8612-b009c43be7b3, _102_orm_100k, [mysql. 10],722,34, , ,,,[object Object]
9c052d76-5f5e-41a9-b2a3-c2aebc42e8dc, _102_orm_100k, [oracle. 10],1377,31, , ,,,[object Object]
efc523f9-354f-4f90-bea1-754e193f421b, _102_orm_100k, [mariadb. 10],1010,9, , ,,,[object Object]
7e8e240e-4923-468c-8e06-20fa981d3138, _102_orm_1m, [postgres. 10],8006,118, , ,,,[object Object]
2c1c62ad-ccc9-46db-a4cd-7915853a7d5e, _102_orm_1m, [mssql. 10],12759,1204, , ,,,[object Object]
dec65fa4-d870-4002-80f6-954208d41ce6, _102_orm_1m, [mysql. 10],8126,218, , ,,,[object Object]
35f125bc-73c9-4d48-8d20-829c0c9c8378, _102_orm_1m, [oracle. 10],39991,820, , ,,,[object Object]
91e0f4a2-b1fd-42bf-ac54-8d73a7a6577b, _102_orm_1m, [mariadb. 10],94307,4711, , ,,,[object Object]
16881c54-610b-4544-86f5-3ada9b82454b, _103_raw_100k, [postgres. 10],325,17,2,1,75,3,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department"" AS ""Department"" WHERE (""Department"".""deletedAt"" IS NULL)"
a18b2cf5-36fb-419f-a3be-5f982f529db3, _103_raw_100k, [mssql. 10],515,29,5,2,12,13,"SELECT [id], [name], [zohoId], [parentId], [createdAt], [updatedAt], [deletedAt] FROM [Department] AS [Department] WHERE ([Department].[deletedAt] IS NULL)"
e9d32cea-288c-45cc-9dea-6a4db320d132, _103_raw_100k, [mysql. 10],199,12,2,1,2,1,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` WHERE (`Department`.`deletedAt` IS NULL)"
